Accepted Symbol,Synonym Symbol,Scientific Name,Common Name,Growth Habit
AIPR,,Aira praecox L.,yellow hairgrass,Graminoid
ALTE3,DITE8,Distichlis texana (Vasey) Scribn.,,Graminoid
ALTE3,,Allolepis texana (Vasey) Söderst. & Decker,Texas salt,Graminoid
ALCI3,,Alloteropsis cimicina (L.) Stapf,summergrass,Graminoid
ALCI3,COCI,Coridochloa cimicina (L.) Nees ex Chase,,Graminoid
ALAE,,Alopecurus aequalis Sobol.,shortawn foxtail,Graminoid
ALAEA,,Alopecurus aequalis Sobol. var. aequalis,shortawn foxtail,Graminoid
ALAEA,ALAR5,Alopecurus aristulatus Michx.,,Graminoid
ALAEA,ALAEN,Alopecurus aequalis Sobol. var. natans (Wahlenb.) Fernald,,Graminoid
ALAEA,ALGEA,Alopecurus geniculatus L. var. aristulatus (Michx.) Torr.,,Graminoid
ALAES,,Alopecurus aequalis Sobol. var. sonomensis P. Rubtzov,Sonoma shortawn foxtail,Graminoid
ALAR,,Alopecurus arundinaceus Poir.,creeping meadow foxtail,Graminoid
ALAR,ALVE,"Alopecurus ventricosus Pers., non (Gouan) Huds.",,Graminoid
ALBR12,,Alopecurus brachystachus M. Bieb.,foxtail,Graminoid
ALBU3,,Alopecurus bulbosus Gouan,,Graminoid
ALCA4,ALMA15,Alopecurus macounii Vasey,,Graminoid
ALCA4,,Alopecurus carolinianus Walter,Carolina foxtail,Graminoid
ALCA4,ALRA4,Alopecurus ramosus Poir.,,Graminoid
ALCR7,,Alopecurus creticus Trin.,Cretan meadow foxtail,Graminoid
ALDA3,,Alopecurus dasyanthus Trautv.,,Graminoid
ALGE2,,Alopecurus geniculatus L.,water foxtail,Graminoid
ALGEG4,ALPA9,Alopecurus pallescens Piper,,Graminoid
ALGEG4,,Alopecurus geniculatus L. var. geniculatus,water foxtail,Graminoid
ALHA7,,Alopecurus ×haussknechtianus Asch. & Graebn. [aequalis × geniculatus],foxtail,Graminoid
ALMA8,ALALG,Alopecurus alpinus Sm. ssp. glaucus (Less.) Hultén,,Graminoid
ALMA8,ALBO6,Alopecurus borealis Trin.,,Graminoid
ALMA8,,Alopecurus magellanicus Lam.,Alpine Meadow-Foxtail,Graminoid
ALMA8,ALALO,Alopecurus alpinus Sm. var. occidentalis (Scribn. & Tweedy) B. Boivin,,Graminoid
ALMA8,ALALS2,Alopecurus alpinus Sm. var. stejnegeri (Vasey) Hultén,,Graminoid
ALMA8,ALOC7,Alopecurus occidentalis Scribn. & Tweedy,,Graminoid
ALMA8,ALAL2,Alopecurus alpinus Sm.,,Graminoid
ALMA8,ALALB,Alopecurus alpinus Sm. var. borealis (Trin.) Griseb.,,Graminoid
ALMA8,ALALG2,Alopecurus alpinus Sm. var. glaucus (Less.) Krylov,,Graminoid
ALMA8,ALALS,Alopecurus alpinus Sm. ssp. stejnegeri (Vasey) Hultén,,Graminoid
ALMA8,ALGL8,Alopecurus glaucus Less.,,Graminoid
ALMY,ALAG,Alopecurus agrestis L.,,Graminoid
ALMY,,Alopecurus myosuroides Huds.,slender meadow foxtail,Graminoid
ALPR3,,Alopecurus pratensis L.,meadow foxtail,Graminoid
ALRE3,,Alopecurus rendlei Eig,Rendle's meadow foxtail,Graminoid
ALSA3,ALHO3,Alopecurus howellii Vasey,,Graminoid
ALSA3,,Alopecurus saccatus Vasey,Pacific foxtail,Graminoid
ALUT2,,Alopecurus utriculatus Banks & Sol.,,Graminoid
ALVA6,,Alopecurus vaginatus (Willd.) Pall. ex Kunth,,Graminoid
AMMU5,AETR2,Aegilops tripsacoides Jaub. & Spach,,Graminoid
AMMU5,,Amblyopyrum muticum (Boiss.) Eig,amblyopyrum,Graminoid
AMBA8,,×Ammocalamagrostis baltica (Flugge ex Schrad.) P. Fourn.,hybrid marram,Graminoid
AMBA8,AMBA7,Ammophila baltica (Flugge ex Schrad.) Link,,Graminoid
AMAR4,,Ammophila arenaria (L.) Link,European beachgrass,Graminoid
AMARA6,,Ammophila arenaria (L.) Link ssp. arundinacea H. Lindb.,,Graminoid
AMBR,,Ammophila breviligulata Fernald,American beachgrass,Graminoid
AMCH6,,Ammophila champlainensis Seymour,Champlain beachgrass,Graminoid
AMMA5,,Ampelodesmos mauritanicus (Poir.) T. Dur. & Schinz,Mauritanian grass,Graminoid
AMMA5,AMMA2,"Ampelodesmos mauritanica (Poir.) T. Dur. & Schinz, orth. var.",,Graminoid
AMMA5,STMA7,Stipa mauritanica (Poir.) Columbus & J.P. Smith,,Graminoid
AMNE4,,Amphibromus neesii Steud.,Australian wallaby grass,Graminoid
AMSC4,HESC17,Helictotrichon scabrivalve (Trin.) G. Tucker,,Graminoid
AMSC4,,Amphibromus scabrivalvis (Trin.) Swallen,swamp wallaby grass,Graminoid
AMMU2,AMFL2,Amphicarpum floridanum Chapm.,,Graminoid
AMMU2,,Amphicarpum muehlenbergianum (Schult.) Hitchc.,Muhlenberg maidencane,Graminoid
AMPU6,,Amphicarpum purshii Kunth,blue maidencane,Graminoid
AMPU6,AMAM,Amphicarpum amphicarpon (Pursh) Nash,,Graminoid
ANUN4,,Ancistrachne uncinulata (R. Br.) S.T. Blake,hooky grass,Graminoid
ANAR2,,Andropogon arctatus Chapm.,pinewoods bluestem,Graminoid
ANAR2,LECAA3,Leptopogon carinatus (Nees) Roberty subvar. arctatus,,Graminoid
ANBI,,Andropogon bicornis L.,barbas de indio,Graminoid
ANBR2,,Andropogon brachystachyus Chapm.,shortspike bluestem,Graminoid
ANCA4,,Andropogon capillipes Nash,chalky bluestem,Graminoid
ANCA4,ANVIG2,Andropogon virginicus L. var. glaucus Hack.,,Graminoid
ANFL,,Andropogon floridanus Scribn.,Florida bluestem,Graminoid
ANFR4,,Andropogon fragilis R. Br.,,Graminoid
ANGA3,,Andropogon gayanus Kunth,bluestem,Graminoid
ANGE,ANFU5,Andropogon furcatus Muhl. ex Willd.,,Graminoid
ANGE,ANPR3,Andropogon provincialis Lam.,,Graminoid
ANGE,,Andropogon gerardii Vitman,big bluestem,Graminoid
ANGE,ANCH8,Andropogon chrysocomus Nash,,Graminoid
ANGE,ANGEC,Andropogon gerardii Vitman var. chrysocomus (Nash) Fernald,,Graminoid
ANGL10,,Andropogon glaucopsis Elliott,purple bluestem,Graminoid
ANGL10,ANVIG,Andropogon virginicus L. var. glaucopsis (Elliott) Hitchc.,,Graminoid
ANGL10,ANGLG,"Andropogon glomeratus (Walter) Britton, Sterns & Poggenb. var. glaucopsis (Elliott) C. Mohr",,Graminoid
ANGL2,,"Andropogon glomeratus (Walter) Britton, Sterns & Poggenb.",bushy bluestem,Graminoid
ANGLG2,CIGL2,Cinna glomerata Walter,,Graminoid
ANGLG2,ANVIC2,Andropogon virginicus L. var. corymbosus (Chapm. ex Hack.) Fernald & Grisc.,,Graminoid
ANGLG2,,"Andropogon glomeratus (Walter) Britton, Sterns & Poggenb. var. glomeratus",bushy bluestem,Graminoid
ANGLG2,ANVIA,Andropogon virginicus L. var. abbreviatus (Hack.) Fernald & Grisc.,,Graminoid
ANGLH,ANVIH,Andropogon virginicus L. var. hirsutior (Hack.) Hitchc.,,Graminoid
ANGLH,ANHI,Andropogon hirsutior (Hack.) Weakley & LeBlond,,Graminoid
ANGLH,,"Andropogon glomeratus (Walter) Britton, Sterns & Poggenb. var. hirsutior (Hack.) C. Mohr",bushy bluestem,Graminoid
ANGLP,,"Andropogon glomeratus (Walter) Britton, Sterns & Poggenb. var. pumilus Vasey ex L.H. Dewey",bushy bluestem,Graminoid
ANGLP,ANTE14,Andropogon tenuispatheus (Nash) Nash,,Graminoid
ANGLS,,"Andropogon glomeratus (Walter) Britton, Sterns & Poggenb. var. scabriglumis C.S. Campbell",roughglume bushy bluestem,Graminoid
ANGR5,,Andropogon gracilis Spreng.,wire bluestem,Graminoid
ANGR5,ANSE14,Andropogon sericatus Swallen,,Graminoid
ANGR5,SCGR2,Schizachyrium gracile (Spreng.) Nash,,Graminoid
ANGR5,SCSE3,Schizachyrium sericatum (Swallen) Gould,,Graminoid
ANGY2,,Andropogon gyrans Ashe,Elliott's bluestem,Graminoid
ANGYG,ANELP,Andropogon elliottii Chapm. var. projectus Fernald & Grisc.,,Graminoid
ANGYG,,Andropogon gyrans Ashe var. gyrans,Elliott's bluestem,Graminoid
ANGYG,ANELG,Andropogon elliottii Chapm. var. gracilior Hack.,,Graminoid
ANGYG,ANCA3,Andropogon campyloracheus Nash,,Graminoid
ANGYG,ANSU,Andropogon subtenuis Nash,,Graminoid
ANGYG,ANEL,Andropogon elliottii Chapm.,,Graminoid
ANGYS,ANPE,Andropogon perangustatus Nash,,Graminoid
ANGYS,ANVIS2,Andropogon virginicus L. var. stenophyllus (Hack.) Fernald & Grisc.,,Graminoid
ANGYS,,Andropogon gyrans Ashe var. stenophyllus (Hack.) C.S. Campbell,Elliott's bluestem,Graminoid
ANHA,ANGEP,Andropogon gerardii Vitman var. paucipilus (Nash) Fernald,,Graminoid
ANHA,ANGEI,Andropogon gerardii Vitman var. incanescens (Hack.) B. Boivin,,Graminoid
ANHA,ANHAI,Andropogon hallii Hack. var. incanescens,,Graminoid
ANHA,,Andropogon hallii Hack.,sand bluestem,Graminoid
ANHA,ANPA8,Andropogon paucipilus Nash,,Graminoid
ANLA15,,Andropogon lateralis Nees,,Graminoid
ANLE,,Andropogon leucostachyus Kunth,matojillo bluestem,Graminoid
ANLO2,,Andropogon longiberbis Hack.,hairy bluestem,Graminoid
ANMO3,ANVIM3,Anatherum virginicum (L.) Spreng. subvar. mohrii,,Graminoid
ANMO3,,Andropogon mohrii (Hack.) Hack. ex Vasey,Mohr's bluestem,Graminoid
ANMO3,ANLI11,Andropogon liebmannii auct. non Hack.,,Graminoid
ANMO3,ANLIP,Andropogon liebmannii Hack. var. pungensis (Ashe) C.S. Campbell,,Graminoid
ANTE2,,Andropogon ternarius Michx.,splitbeard bluestem,Graminoid
ANTEC,,Andropogon ternarius Michx. var. cabanisii (Hack.) Fernald & Grisc.,splitbeard bluestem,Graminoid
ANTEC,ANCA2,Andropogon cabanisii Hack.,,Graminoid
ANTET,,Andropogon ternarius Michx. var. ternarius,splitbeard bluestem,Graminoid
ANTET,ANTEG,Andropogon ternarius Michx. var. glaucescens (Scribn.) Fernald & Grisc.,,Graminoid
ANTR,,Andropogon tracyi Nash,Tracy's bluestem,Graminoid
ANVI2,,Andropogon virginicus L.,broomsedge bluestem,Graminoid
ANVID,,Andropogon virginicus L. var. decipiens C.S. Campbell,broomsedge bluestem,Graminoid
ANVIV,,Andropogon virginicus L. var. virginicus,broomsedge bluestem,Graminoid
ANVIV,ANVIT2,Andropogon virginicus L. var. tetrastachyus (Elliott) Hack.,,Graminoid
ANVIV,ANVIT3,Anatherum virginicum (L.) Spreng. subvar. tetrastachyum,,Graminoid
ANRU,ANRU9,"Anthenantia rufa (Nutt.) Schult., orth. var.",,Graminoid
ANRU,,Anthaenantia rufa (Nutt.) Schult.,purple silkyscale,Graminoid
ANVI4,,Anthaenantia villosa (Michx.) P. Beauv.,green silkyscale,Graminoid
ANVI4,ANVI,"Anthenantia villosa (Michx.) P. Beauv., orth. var.",,Graminoid
ANHE3,,Anthephora hermaphrodita (L.) Kuntze,oldfield grass,Graminoid
ANHE3,TRHE4,Tripsacum hermaphrodita L.,,Graminoid
ANPU15,,Anthephora pubescens Nees,wool grass,Graminoid
ANAR7,,Anthoxanthum aristatum Boiss.,annual vernalgrass,Graminoid
ANAR7,ANODP,Anthoxanthum odoratum L. var. puelii (Lecoq & Lamotte) Coss. & Durieu,,Graminoid
ANAR7,ANPU3,Anthoxanthum puelii Lecoq & Lamotte,,Graminoid
ANAR7,ANOVA,Anthoxanthum ovatum Lag. var. aristatum (Boiss.) Pérez Lara,,Graminoid
ANMO7,,Anthoxanthum monticola (Bigelow) Veldkamp,alpine sweetgrass,Graminoid
ANMO7,ANMO14,"Anthoxanthum monticolum (Bigelow) Veldkamp, orth. var.",,Graminoid
ANMOA3,HIAL3,Hierochloe alpina (Sw. ex Willd.) Roem. & Schult.,,Graminoid
ANMOA3,,Anthoxanthum monticola (Bigelow) Veldkamp ssp. alpinum (Sw. ex Willd.) Soreng,alpine sweetgrass,Graminoid
ANMOA3,HIALA,Hierochloe alpina (Sw. ex Willd.) Roem. & Schult. ssp. alpina,,Graminoid
ANMOA3,HIOD2,Hierochloe odorata auct. non (L.) P. Beauv. p.p.,,Graminoid
ANMOA3,SAAL14,Savastana alpina (Sw. ex Willd.) Scribn.,,Graminoid
ANMOM2,HIALO,Hierochloe alpina (Sw. ex Willd.) Roem. & Schult. ssp. orthantha (T.J. Sørensen) G. Weim.,,Graminoid
ANMOM2,,Anthoxanthum monticola (Bigelow) Veldkamp ssp. monticola,alpine sweetgrass,Graminoid
ANMOM2,HIALO2,Hierochloe alpina (Sw. ex Willd.) Roem. & Schult. var. orthantha (T.J. Sørensen) Hultén,,Graminoid
ANMOM2,ANMOO,Anthoxanthum monticola (Bigelow) Veldkamp ssp. orthantha (T.J. Sørensen) G. Tucker,,Graminoid
ANMOM2,HIMO3,"Hierochloe monticola (Bigelow) Á. Löve & D. Löve, non Mez",,Graminoid
ANMOM2,HIOR,Hierochloe orthantha T.J. Sørensen,,Graminoid
ANOD,,Anthoxanthum odoratum L.,sweet vernalgrass,Graminoid
ANODO2,,Anthoxanthum odoratum L. ssp. odoratum,sweet vernalgrass,Graminoid
APIN,AGIN4,Agrostis interrupta L.,,Graminoid
APIN,,Apera interrupta (L.) P. Beauv.,dense silkybent,Graminoid
APSP,,Apera spica-venti (L.) P. Beauv.,loose silkybent,Graminoid
APSP,AGSP2,Agrostis spica-venti L.,,Graminoid
APMU2,,Apluda mutica L.,Mauritian grass,Graminoid
ARLA2,,Arctagrostis latifolia (R. Br.) Griseb.,wideleaf polargrass,Graminoid
ARLAA5,ARAN9,Arctagrostis angustifolia Nash,,Graminoid
ARLAA5,,Arctagrostis latifolia (R. Br.) Griseb. ssp. arundinacea (Trin.) Tzvelev,wideleaf polargrass,Graminoid
ARLAA5,ARLAA2,Arctagrostis latifolia (R. Br.) Griseb. var. angustifolia (Nash) Hultén,,Graminoid
ARLAA5,ARAR21,Arctagrostis arundinacea (Trin.) Beal,,Graminoid
ARLAA5,ARANC,Arctagrostis angustifolia Nash var. crassispica Bowden,,Graminoid
ARLAA5,ARLAA,Arctagrostis latifolia (R. Br.) Griseb. var. arundinacea (Trin.) Griseb.,,Graminoid
ARLAA5,ARPO,Arctagrostis poaeoides Nash,,Graminoid
ARLAL6,,Arctagrostis latifolia (R. Br.) Griseb. ssp. latifolia,wideleaf polargrass,Graminoid
ARLAL6,ARLAL5,Arctagrostis latifolia (R. Br.) Griseb. var. longiglumis Polunin,,Graminoid
ARLAL6,COLA11,Colpodium latifolium R. Br.,,Graminoid
ARLAL6,ARLAN,Arctagrostis latifolia (R. Br.) Griseb. ssp. nahanniensis A.E. Porsild,,Graminoid
ARSC6,ARTR13,Arctophila trichopoda Holm,,Graminoid
ARSC6,,×Arctodupontia scleroclada (Rupr.) Tzvelev,arctodupontia,Graminoid
ARFU2,,Arctophila fulva (Trin.) Rupr. ex Andersson,pendantgrass,Graminoid
ARFU2,COFU,Colpodium fulvum (Trin.) Griseb.,,Graminoid
ARAD,ARFA4,Aristida fasciculata Torr.,,Graminoid
ARAD,,Aristida adscensionis L.,sixweeks threeawn,Graminoid
ARAD,ARADA,Aristida adscensionis L. var. abortiva Beetle,,Graminoid
ARAD,ARADM,Aristida adscensionis L. var. modesta Hack.,,Graminoid
ARAR6,,Aristida arizonica Vasey,Arizona threeawn,Graminoid
ARBA2,,Aristida basiramea Engelm. ex Vasey,forked threeawn,Graminoid
ARBE7,,Aristida beyrichiana Trin. & Rupr.,Beyrich threeawn,Graminoid
ARBE7,ARSTB2,Aristida stricta Michx. var. beyrichiana (Trin. & Rupr.) D.B. Ward,,Graminoid
ARCA9,,Aristida californica Thurb. ex S. Watson,California threeawn,Graminoid
ARCAC8,,Aristida californica Thurb. ex S. Watson var. californica,California threeawn,Graminoid
ARCAG,ARGL6,Aristida glabrata (Vasey) Hitchc.,,Graminoid
ARCAG,,Aristida californica Thurb. ex S. Watson var. glabrata Vasey,Santa Rita threeawn,Graminoid
ARCH4,,Aristida chaseae Hitchc.,Chase's threeawn,Graminoid
ARCO10,,Aristida cognata Trin. & Rupr.,spreading threeawn,Graminoid
ARCO7,ARCOC7,Aristida condensata Chapm. var. combsii (Scribn. & C.R. Ball) Henr.,,Graminoid
ARCO7,,Aristida condensata Chapm.,piedmont threeawn,Graminoid
ARCO34,,Aristida contorta F. Muell.,bunch kerosene grass,Graminoid
ARDE3,,Aristida desmantha Trin. & Rupr.,curly threeawn,Graminoid
ARDI4,,Aristida dichotoma Michx.,churchmouse threeawn,Graminoid
ARDIC,,Aristida dichotoma Michx. var. curtissii A. Gray,Curtis' threeawn,Graminoid
ARDIC,ARCU3,Aristida curtissii (A. Gray) Nash,,Graminoid
ARDIC,ARBAC,Aristida basiramea Engelm. ex Vasey var. curtissii (A. Gray) Shinners,,Graminoid
ARDID,,Aristida dichotoma Michx. var. dichotoma,churchmouse threeawn,Graminoid
ARDI25,,Aristida diffusa Trin.,,Graminoid
ARDI5,,Aristida divaricata Humb. & Bonpl. ex Willd.,poverty threeawn,Graminoid
ARFL,,Aristida floridana (Chapm.) Vasey,Key West threeawn,Graminoid
ARGY4,,Aristida gypsophila Beetle,gypsum threeawn,Graminoid
ARGY,,Aristida gyrans Chapm.,corkscrew threeawn,Graminoid
ARHA3,,Aristida havardii Vasey,Havard's threeawn,Graminoid
ARHA3,ARBA,Aristida barbata Fourn.,,Graminoid
ARLA6,,Aristida lanosa Muhl. ex Elliott,woollysheath threeawn,Graminoid
ARLA6,ARLAM,Aristida lanosa Muhl. ex Elliott var. macera Fernald & Grisc.,,Graminoid
ARLO16,ARLO2,"Aristida longispica Poir., orth. var.",,Graminoid
ARLO16,,Aristida longespica Poir.,slimspike threeawn,Graminoid
ARLOG6,,Aristida longespica Poir. var. geniculata (Raf.) Fernald,slimspike threeawn,Graminoid
ARLOG6,ARGE3,Aristida geniculata Raf.,,Graminoid
ARLOG6,ARLOG,"Aristida longispica Poir. var. geniculata (Raf.) Fernald, orth. var.",,Graminoid
ARLOG6,ARIN8,Aristida intermedia Scribn. & C.R. Ball,,Graminoid
ARLOG6,ARINN,Aristida intermedia Scribn. & C.R. Ball var. necopina (Shinners) Mohlenbr.,,Graminoid
ARLOG6,ARNE8,Aristida necopina Shinners,,Graminoid
ARLOL3,,Aristida longespica Poir. var. longespica,slimspike threeawn,Graminoid
ARLOL3,ARLOL2,"Aristida longispica Poir. var. longispica Poir., orth. var.",,Graminoid
ARLOL3,ARGR13,Aristida gracilis Elliott,,Graminoid
ARMO3,,Aristida mohrii Nash,Mohr's threeawn,Graminoid
AROL,,Aristida oligantha Michx.,prairie threeawn,Graminoid
AROL,ARRAC,Aristida ramosissima Engelm. ex A. Gray var. chaseana Henr.,,Graminoid
ARPA26,ARAF2,Aristida affinis auct. non (Schult.) Kunth,,Graminoid
ARPA26,,Aristida palustris (Chapm.) Vasey,longleaf threeawn,Graminoid
ARPA9,ARDI14,Aristida dissita I.M. Johnst.,,Graminoid
ARPA9,,Aristida pansa Wooton & Standl.,Wooton's threeawn,Graminoid
ARPA9,ARPAD,Aristida pansa Wooton & Standl. var. dissita (I.M. Johnst.) Beetle,,Graminoid
ARPA11,,Aristida patula Chapm. ex Nash,tall threeawn,Graminoid
ARPO3,,Aristida portoricensis Pilg.,pelos del diablo,Graminoid
ARPU8,,Aristida purpurascens Poir.,arrowfeather threeawn,Graminoid
ARPUP4,,Aristida purpurascens Poir. var. purpurascens,arrowfeather threeawn,Graminoid
ARPUP4,ARAF,Aristida affinis (Schult.) Kunth,,Graminoid
ARPUP4,ARPUM3,Aristida purpurascens Poir. var. minor Vasey,,Graminoid
ARPUT,,Aristida purpurascens Poir. var. tenuispica (Hitchc.) Allred,arrowfeather threeawn,Graminoid
ARPUT,ARTE2,Aristida tenuispica Hitchc.,,Graminoid
ARPUV,ARVI5,Aristida virgata Trin.,,Graminoid
ARPUV,,Aristida purpurascens Poir. var. virgata (Trin.) Allred,arrowfeather threeawn,Graminoid
ARPU9,,Aristida purpurea Nutt.,purple threeawn,Graminoid
ARPUF,ARFE4,Aristida fendleriana Steud.,,Graminoid
ARPUF,,Aristida purpurea Nutt. var. fendleriana (Steud.) Vasey,Fendler's threeawn,Graminoid
ARPUL,ARLOR,Aristida longiseta Steud. var. robusta Merr.,,Graminoid
ARPUL,,Aristida purpurea Nutt. var. longiseta (Steud.) Vasey,Fendler threeawn,Graminoid
ARPUL,ARLO3,Aristida longiseta Steud.,,Graminoid
ARPUL,ARLOR2,Aristida longiseta Steud. var. rariflora Hitchc.,,Graminoid
ARPUL,ARPUR3,Aristida purpurea Nutt. var. robusta (Merr.) Piper,,Graminoid
ARPUN,ARSTN,Aristida stricta Michx. var. nealleyi Vasey,,Graminoid
ARPUN,ARRE9,Aristida reverchonii Vasey,,Graminoid
ARPUN,,Aristida purpurea Nutt. var. nealleyi (Vasey) Allred,blue threeawn,Graminoid
ARPUN,ARGL7,Aristida glauca (Nees) Walp.,,Graminoid
ARPUN,ARNE9,Aristida nealleyi (Vasey) Vasey,,Graminoid
ARPUN,ARPUG2,Aristida purpurea Nutt. var. glauca (Nees) A.H. Holmgren & N.H. Holmgren,,Graminoid
ARPUP5,ARPA24,Aristida parishii Hitchc.,,Graminoid
ARPUP5,,Aristida purpurea Nutt. var. parishii (Hitchc.) Allred,Parish's threeawn,Graminoid
ARPUP5,ARWRP,Aristida wrightii Nash var. parishii (Hitchc.) Gould,,Graminoid
ARPUP9,,Aristida purpurea Nutt. var. perplexa Allred & Valdés-Reyna,purple threeawn,Graminoid
ARPUP6,,Aristida purpurea Nutt. var. purpurea,purple threeawn,Graminoid
ARPUP6,ARPUL3,Aristida purpurea Nutt. var. laxiflora Merr.,,Graminoid
ARPUP6,ARRO3,Aristida roemeriana Scheele,,Graminoid
ARPUW,ARBR10,Aristida brownii Warnock,,Graminoid
ARPUW,ARWR,Aristida wrightii Nash,,Graminoid
ARPUW,,Aristida purpurea Nutt. var. wrightii (Nash) Allred,Wright's threeawn,Graminoid
ARRA2,,Aristida ramosissima Engelm. ex A. Gray,s-curve threeawn,Graminoid
ARRE4,,Aristida refracta Griseb.,islandthicket threeawn,Graminoid
ARRH,,Aristida rhizomophora Swallen,Florida threeawn,Graminoid
ARSC3,,Aristida schiedeana Trin. & Rupr.,single threeawn,Graminoid
ARSCO,,Aristida schiedeana Trin. & Rupr. var. orcuttiana (Vasey) Allred & Valdés-Reyna,Orcutt's threeawn,Graminoid
ARSCO,AROR2,Aristida orcuttiana Vasey,,Graminoid
ARSI3,,Aristida simpliciflora Chapm.,southern threeawn,Graminoid
ARSP3,,Aristida spiciformis Elliott,bottlebrush threeawn,Graminoid
ARST5,,Aristida stricta Michx.,pineland threeawn,Graminoid
ARSU6,,Aristida suringarii Henr.,St. Eustatius threeawn,Graminoid
ARSW,,Aristida swartziana Steud.,Swartz's threeawn,Graminoid
ARTE3,,Aristida ternipes Cav.,spidergrass,Graminoid
ARTEG,,Aristida ternipes Cav. var. gentilis (Henr.) Allred,spidergrass,Graminoid
ARTEG,ARTEH,Aristida ternipes Cav. var. hamulosa (Henr.) Trent,,Graminoid
ARTEG,ARHA,Aristida hamulosa Henr.,,Graminoid
ARTEG,ARTEM2,Aristida ternipes Cav. var. minor (Vasey) Hitchc.,,Graminoid
ARTET,,Aristida ternipes Cav. var. ternipes,spidergrass,Graminoid
ARTU,,Aristida tuberculosa Nutt.,seaside threeawn,Graminoid
ARAL28,ARER6,Arrhenatherum erianthum Boiss. & Reut.,,Graminoid
ARAL28,,Arrhenatherum album (Vahl) Clayton,tall oat grass,Graminoid
AREL3,,Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl,tall oatgrass,Graminoid
ARELB,ARELB3,Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl ssp. bulbosum (Willd.) Schübl. & G. Martens,,Graminoid
ARELB,,Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl var. bulbosum (Willd.) Spenner,tall oatgrass,Graminoid
ARELB,ARELT,Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl var. tuberosum Thiel.,,Graminoid
ARELE,AVEL,Avena elatior L.,,Graminoid
ARELE,,Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl var. elatius,tall oatgrass,Graminoid
ARELE,ARELB2,Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl var. biaristatum (Peterm.) Peterm.,,Graminoid
ARKO80,,Arrhenatherum kotschyi Boiss.,,Graminoid
ARKO80,ARKO3,"Arrhenatherum kotschyii Boiss., orth. var.",,Graminoid
ARLO14,,Arrhenatherum longifolium (Thore) Dulac,,Graminoid
ARLO14,ARTH4,Arrhenatherum thorei Durieu,,Graminoid
ARPA34,,Arrhenatherum palaestinum Boiss.,,Graminoid
ARCA34,,Arthraxon castratus (Griffiths) Naray. ex Bor,castrate carpetgrass,Graminoid
ARHI3,ARCIC,Arthraxon ciliaris P. Beauv. var. cryptatherus Hack.,,Graminoid
ARHI3,,Arthraxon hispidus (Thunb.) Makino,small carpetgrass,Graminoid
ARHI3,ARHIC2,Arthraxon hispidus (Thunb.) Makino var. cryptatherus (Hack.) Honda,,Graminoid
ARHI3,PHHI10,Phalaris hispida Thunb.,,Graminoid
ARFA8,ARCA16,Arthrostylidium capillifolium Griseb.,,Graminoid
ARFA8,,Arthrostylidium farctum (Aubl.) Soderstr. & Lourteig.,old man's beard,Graminoid
ARMU2,,Arthrostylidium multispicatum Pilg.,woodland climbing bamboo,Graminoid
ARSA6,,Arthrostylidium sarmentosum Pilg.,forest climbing bamboo,Graminoid
ARAM6,,Arundinaria amabilis McClure,Tonkin cane,Graminoid
ARAP4,ARTED,Arundinaria tecta (Walter) Muhl. var. decidua Beadle,,Graminoid
ARAP4,,"Arundinaria appalachiana Triplett, Weakley, & L.G. Clark",hill cane,Graminoid
ARGI,ARGIM,Arundinaria gigantea (Walter) Muhl. ssp. macrosperma (Michx.) McClure,,Graminoid
ARGI,ARGIG,Arundinaria gigantea (Walter) Muhl. ssp. gigantea,,Graminoid
ARGI,,Arundinaria gigantea (Walter) Muhl.,giant cane,Graminoid
ARGI,ARMA4,Arundinaria macrosperma Michx.,,Graminoid
ARPY8,,Arundinaria pygmaea (Miq.) Asch. & Graebn.,pygmy bamboo,Graminoid
ARPY8,SAPY5,Sasa pygmaea (Miq.) E.G. Camus,,Graminoid
ARPY8,BAPY2,Bambusa pygmaea Miq.,,Graminoid
ARTE4,,Arundinaria tecta (Walter) Muhl.,switchcane,Graminoid
ARTE4,ARGIT8,Arundinaria gigantea (Walter) Muhl. ssp. tecta (Walter) McClure,,Graminoid
ARTE4,ARTE5,Arundo tecta Walter,,Graminoid
ARVI19,,Arundinaria viridistriata (Regel) Makino ex Nakai,,Graminoid
ARHI8,,Arundinella hirta (Thunb.) Koidz.,,Graminoid
ARHI8,ARAN17,Arundinella anomala Steud.,,Graminoid
ARHI10,,Arundinella hispida (Humb. & Bonpl. ex Willd.) Kuntze,rabo de gato,Graminoid
ARHI10,ARCO11,Arundinella confinis (Schult.) Hitchc. & Chase,,Graminoid
ARHI10,PICO6,Piptatherum confine Schult.,,Graminoid
ARNE12,,Arundinella nepalensis Trin.,,Graminoid
ARDO4,ARVE2,Arundo versicolor Mill.,,Graminoid
ARDO4,,Arundo donax L.,giant reed,Graminoid
ARDO4,ARDOV,Arundo donax L. var. versicolor (Mill.) Stokes,,Graminoid
